Name,Brand,Price,Image_url,Product_url
Grey/Burgundy Tailored Fit Check Suit: Jacket,,"[{'Date': 'February 2020', 'Price': '£84.00'}, {'Date': 'September 2020', 'Price': '£16.00 - £25.00'}]",https://xcdn.next.co.uk/COMMON/Items/Default/Default/ItemImages/Sale/382529.jpg,
G-Star 5620 3D Zip Knee Skinny Jeans,,"[{'Date': 'January 2020', 'Price': '£125.00'}, {'Date': 'June 2020', 'Price': '£60.00'}]",https://xcdn.next.co.uk/COMMON/Items/Default/Default/ItemImages/Sale/289876.jpg,
Black Regular Fit Three Button Suit: Jacket,,"[{'Date': 'January 2020', 'Price': '£56.00'}, {'Date': 'June 2020', 'Price': '£28.00'}, {'Date': 'July 2020', 'Price': '£19.00'}, {'Date': 'August 2020', 'Price': '£15.00'}]",https://xcdn.next.co.uk/COMMON/Items/Default/Default/ItemImages/Sale/608456.jpg,
Black Slim Fit Three Button Suit: Jacket,,"[{'Date': 'May 2020', 'Price': '£56.00'}, {'Date': 'June 2020', 'Price': '£28.00'}, {'Date': 'July 2020', 'Price': '£19.00'}, {'Date': 'August 2020', 'Price': '£15.00'}]",https://xcdn.next.co.uk/COMMON/Items/Default/Default/ItemImages/Sale/317556.jpg,
Black Tuxedo Suit: Jacket,,"[{'Date': 'January 2020', 'Price': '£64.00'}, {'Date': 'June 2020', 'Price': '£32.00'}, {'Date': 'July 2020', 'Price': '£21.00'}, {'Date': 'August 2020', 'Price': '£15.00'}]",https://xcdn.next.co.uk/COMMON/Items/Default/Default/ItemImages/Sale/626391.jpg,
Black Tuxedo Suit: Trousers,,"[{'Date': 'January 2020', 'Price': '£35.00'}, {'Date': 'June 2020', 'Price': '£17.50'}, {'Date': 'July 2020', 'Price': '£11.00'}]",https://xcdn.next.co.uk/COMMON/Items/Default/Default/ItemImages/Sale/634815.jpg,
Black Slim Tapered Check Trousers,,"[{'Date': 'February 2020', 'Price': '£26.00'}, {'Date': 'September 2020', 'Price': '£11.00'}]",https://xcdn.next.co.uk/COMMON/Items/Default/Default/ItemImages/Sale/900403.jpg,
Mid Grey/Blue Skinny Fit Windowpane Check Suit: Trousers,,"[{'Date': 'February 2020', 'Price': '£45.00'}, {'Date': 'September 2020', 'Price': '£18.00'}]",https://xcdn.next.co.uk/COMMON/Items/Default/Default/ItemImages/Sale/905274.jpg,
Navy Wool Rich Double Breasted Jacket,,"[{'Date': 'September 2018', 'Price': '£99.00'}, {'Date': 'March 2020', 'Price': '£29.00'}]",https://xcdn.next.co.uk/COMMON/Items/Default/Default/ItemImages/Sale/190671.jpg,
Navy Super Skinny Fit Suit: Trousers,,"[{'Date': 'January 2020', 'Price': '£29.00'}, {'Date': 'June 2020', 'Price': '£14.50'}]",https://xcdn.next.co.uk/COMMON/Items/Default/Default/ItemImages/Sale/503849.jpg,
